Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
22-Apr-21,EQ,973.6,985.5,960.65,983.4,966,967.8,970.94,"1,081.55",490,"50,85,190","4,93,74,06,514.00","1,27,360"
23-Apr-21,EQ,966.5,970.95,945.4,967.8,950.7,950.2,956.89,"1,081.55",490,"39,16,517","3,74,76,59,078.75","88,645"
26-Apr-21,EQ,951,970,937,950.2,970,962.2,949.75,"1,081.55",490,"50,53,998","4,80,00,42,349.50","84,936"
27-Apr-21,EQ,962.7,987.6,944.15,962.2,968.8,969.25,962.64,"1,081.55",490,"1,04,97,935","10,10,57,75,202.90","2,09,748"
28-Apr-21,EQ,975,980,968,969.25,977.9,977.4,974.22,"1,081.55",490,"29,68,625","2,89,20,98,130.60","83,143"
29-Apr-21,EQ,985,985,970.55,977.4,974.6,976.9,977.28,"1,081.55",490,"27,47,579","2,68,51,49,399.00","62,023"
30-Apr-21,EQ,973.8,976.9,955.4,976.9,958.85,960.4,968.21,"1,081.55",490,"31,29,105","3,02,96,43,105.85","70,097"
3-May-21,EQ,960,965,955,960.4,957,957.7,960.41,"1,081.55",490,"35,06,839","3,36,79,99,259.55","54,536"
4-May-21,EQ,964,969.9,955.6,957.7,958.95,960.4,961.83,"1,081.55",490,"40,64,221","3,90,91,03,882.15","58,350"
5-May-21,EQ,972.6,972.6,953.75,960.4,960.5,960.4,961.02,"1,081.55",490,"30,41,045","2,92,24,99,103.85","57,954"
6-May-21,EQ,965,984.7,957.85,960.4,975.3,977.95,971.26,"1,081.55",490,"46,20,827","4,48,80,41,988.65","82,089"
7-May-21,EQ,980,984.25,972.1,977.95,981,980.95,978.55,"1,081.55",490,"20,02,597","1,95,96,42,840.40","53,912"
10-May-21,EQ,985,992.65,973.1,980.95,991,990.5,983.98,"1,081.55",501.5,"20,36,101","2,00,34,77,320.15","59,426"
11-May-21,EQ,984,986.95,970.5,990.5,980,977.05,976.93,"1,081.55",501.5,"20,29,457","1,98,26,46,674.30","50,341"
12-May-21,EQ,977,977,950.4,977.05,961.9,962.35,961.5,"1,081.55",501.5,"30,70,622","2,95,23,94,085.75","79,009"
14-May-21,EQ,963,966.45,941.4,962.35,950.65,952.2,951.11,"1,081.55",501.5,"20,90,820","1,98,85,89,909.15","70,622"
17-May-21,EQ,954,957.95,943,952.2,955.85,953.35,951.95,"1,081.55",501.5,"22,81,200","2,17,15,94,763.85","68,485"
18-May-21,EQ,960.35,979,957.05,953.35,972.35,970.75,971.82,"1,081.55",501.5,"20,00,985","1,94,45,95,235.25","60,650"
19-May-21,EQ,969,986.3,962.6,970.75,977,977.65,980.25,"1,081.55",501.5,"21,52,740","2,11,02,22,647.80","54,204"
