Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
27-Aug-21,EQ,"1,167.45","1,169.75","1,159.50","1,167.45","1,162.00","1,162.95","1,163.84","1,178.20",682.4,"30,50,466","3,55,02,59,409.95","1,53,227"
30-Aug-21,EQ,"1,164.00","1,170.35","1,154.55","1,162.95","1,166.05","1,163.40","1,161.33","1,178.20",682.4,"29,56,868","3,43,38,85,270.35","89,203"
31-Aug-21,EQ,"1,166.00","1,193.40","1,162.05","1,163.40","1,179.30","1,182.30","1,177.07","1,193.40",682.4,"71,99,002","8,47,37,27,643.65","1,48,654"
1-Sep-21,EQ,"1,190.00","1,190.50","1,161.75","1,182.30","1,165.00","1,164.65","1,171.62","1,193.40",682.4,"32,00,410","3,74,96,63,773.35","1,21,286"
2-Sep-21,EQ,"1,172.00","1,182.00","1,154.00","1,164.65","1,174.60","1,172.75","1,168.08","1,193.40",682.4,"52,24,479","6,10,26,23,586.45","98,271"
3-Sep-21,EQ,"1,173.50","1,180.60","1,158.25","1,172.75","1,174.60","1,174.75","1,169.97","1,193.40",682.4,"45,33,364","5,30,39,02,851.45","1,06,635"
6-Sep-21,EQ,"1,175.00","1,210.10","1,174.00","1,174.75","1,206.00","1,200.15","1,189.27","1,210.10",689.05,"43,31,916","5,15,18,35,506.30","1,11,753"
7-Sep-21,EQ,"1,214.00","1,214.95","1,180.10","1,200.15","1,184.00","1,182.20","1,194.05","1,214.95",689.05,"37,21,585","4,44,37,64,214.65","1,36,991"
8-Sep-21,EQ,"1,185.00","1,191.15","1,167.05","1,182.20","1,188.25","1,188.80","1,182.63","1,214.95",689.05,"31,18,518","3,68,80,56,632.80","99,819"
9-Sep-21,EQ,"1,192.00","1,204.95","1,183.00","1,188.80","1,198.95","1,198.55","1,191.75","1,214.95",689.05,"33,88,292","4,03,80,03,547.30","1,06,361"
13-Sep-21,EQ,"1,192.00","1,215.00","1,176.45","1,198.55","1,208.75","1,208.40","1,201.05","1,215.00",744.15,"37,23,138","4,47,16,90,464.55","1,19,966"
